-0.223563289,0.355983102
-0.10703255,0.054243533
-0.187093959,0.143664169
-0.110472831,0.122475705
-0.170005673,0.108701889
-0.089734812,0.31833828
-0.327648779,0.201390849
-0.108736439,0.130210446
-0.093421111,0.134891011
-0.067453071,0.094294778
-0.614511105,0.352058979
-0.20606075,0.16368728
-0.101391508,0.081922376
-0.148332219,0.056976021
-0.048399994,0.002664703
-0.227427351,0.125877037
-0.364095601,0.27278412
-0.354166676,0.295035441
-0.188014562,0.120542503
-0.058072791,0.133474583
-0.27035418,0.263011252
-0.31976332,0.270360684
-0.225847036,0.228205315
-0.410270304,0.260250004
-0.298287448,0.17455726
